id,repo,commit,source,target,repo_id,lib_pair_id,total_tests,premig_passed_tests,llmmig_has_result,llmmig_passed_tests,llmmig_correctness,llmmig_abs_improvement,llmmig_rel_improvement,merge_skipped_has_result,merge_skipped_passed_tests,merge_skipped_correctness,merge_skipped_abs_improvement,merge_skipped_rel_improvement,async_transform_has_result,async_transform_passed_tests,async_transform_correctness,async_transform_abs_improvement,async_transform_rel_improvement,overall_correctness,best_round,manual_edit_has_result,manual_edit_passed_tests,manual_edit_correctness,manual_edit_abs_improvement,manual_edit_rel_improvement,premig_to_best_migloc,best_to_manual_edit_migloc,dev_effort_saving
kmiq@coinbase-advanced-python__660f2f07__requests__requests_futures,kmiq/coinbase-advanced-python,660f2f07,requests,requests_futures,kmiq@coinbase-advanced-python__660f2f07,requests__requests_futures,36,36,True,0,0.0,-1,-1,True,0,0.0,0,0.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1.0,-1,-1.0,110,0,
internetarchive@openlibrary-client__7e45d512__jsonschema__cerberus,internetarchive/openlibrary-client,7e45d512,jsonschema,cerberus,internetarchive@openlibrary-client__7e45d512,jsonschema__cerberus,46,46,True,27,0.5869565217391305,-1,-1,True,0,0.5869565217391305,-27,-1.0,False,-1,0.5869565217391305,-1,-1.0,0.5869565217391305,llmmig,,-1,-1.0,-1,-1.0,102,0,
omadson@fuzzy-c-means__c1195969__tqdm__progressbar2,omadson/fuzzy-c-means,c1195969,tqdm,progressbar2,omadson@fuzzy-c-means__c1195969,tqdm__progressbar2,2,2,True,2,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,7,0,
gugarosa@opytimizer__e050d12f__tqdm__alive-progress,gugarosa/opytimizer,e050d12f,tqdm,alive-progress,gugarosa@opytimizer__e050d12f,tqdm__alive-progress,662,661,True,660,0.9984871406959153,-1,-1,False,-1,0.9984871406959153,-1,-1.0,False,-1,0.9984871406959153,-1,-1.0,0.9984871406959153,llmmig,,-1,-1.0,-1,-1.0,15,0,
sindrel@nrk-pod-feeds__69b3cf40__requests__httpx,sindrel/nrk-pod-feeds,69b3cf40,requests,httpx,sindrel@nrk-pod-feeds__69b3cf40,requests__httpx,14,13,True,3,0.23076923076923078,-1,-1,False,-1,0.23076923076923078,-1,-1.0,False,-1,0.23076923076923078,-1,-1.0,0.23076923076923078,llmmig,,-1,-1.0,-1,-1.0,12,0,
pagerduty@pdpyras__a4b14c5c__requests__pycurl,pagerduty/pdpyras,a4b14c5c,requests,pycurl,pagerduty@pdpyras__a4b14c5c,requests__pycurl,25,25,True,0,0.0,-1,-1,True,0,0.0,0,0.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1.0,-1,-1.0,417,0,
saaste@fmi-weather-client__dfdda122__requests__httpx,saaste/fmi-weather-client,dfdda122,requests,httpx,saaste@fmi-weather-client__dfdda122,requests__httpx,21,21,True,10,0.47619047619047616,-1,-1,False,-1,0.47619047619047616,-1,-1.0,False,-1,0.47619047619047616,-1,-1.0,0.47619047619047616,llmmig,,-1,-1.0,-1,-1.0,6,0,
david96182@ninjemail__2a52a8cc__toml__tomli,david96182/ninjemail,2a52a8cc,toml,tomli,david96182@ninjemail__2a52a8cc,toml__tomli,85,85,True,85,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,5,0,
apple@app-store-server-library-python__1202058d__requests__requests_futures,apple/app-store-server-library-python,1202058d,requests,requests_futures,apple@app-store-server-library-python__1202058d,requests__requests_futures,73,73,True,0,0.0,-1,-1,True,0,0.0,0,0.0,False,-1,0.0,-1,-1.0,0.0,llmmig,True,73,1.0,73,1.0,30,20,0.6
jundymek@free-proxy__6e391030__requests__requests_futures,jundymek/free-proxy,6e391030,requests,requests_futures,jundymek@free-proxy__6e391030,requests__requests_futures,17,17,True,17,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,13,0,
kmjennison@dfp-prebid-setup__280eba17__colorama__termcolor,kmjennison/dfp-prebid-setup,280eba17,colorama,termcolor,kmjennison@dfp-prebid-setup__280eba17,colorama__termcolor,88,88,True,88,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,28,0,
avinassh@haxor__8c0cb6be__requests__requests_futures,avinassh/haxor,8c0cb6be,requests,requests_futures,avinassh@haxor__8c0cb6be,requests__requests_futures,31,30,True,25,0.8333333333333334,-1,-1,False,-1,0.8333333333333334,-1,-1.0,False,-1,0.8333333333333334,-1,-1.0,0.8333333333333334,llmmig,,-1,-1.0,-1,-1.0,135,0,
alanhamlett@pip-update-requirements__e407b929__click__typer,alanhamlett/pip-update-requirements,e407b929,click,typer,alanhamlett@pip-update-requirements__e407b929,click__typer,56,54,True,0,0.0,-1,-1,True,0,0.0,0,0.0,False,-1,0.0,-1,-1.0,0.0,llmmig,True,54,1.0,54,1.0,138,97,0.5872340425531914
stefanschinkel@gantt__28be0938__matplotlib__plotly,stefanschinkel/gantt,28be0938,matplotlib,plotly,stefanschinkel@gantt__28be0938,matplotlib__plotly,8,8,True,7,0.875,-1,-1,True,7,0.875,0,0.0,False,-1,0.875,-1,-1.0,0.875,llmmig,,-1,-1.0,-1,-1.0,96,0,
dell@python-powerflex__d590af9d__requests__pycurl,dell/python-powerflex,d590af9d,requests,pycurl,dell@python-powerflex__d590af9d,requests__pycurl,326,326,True,0,0.0,-1,-1,True,0,0.0,0,0.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1.0,-1,-1.0,1116,0,
usda-ars-ussl@fluxpart__248f0b59__attrs__cattrs,usda-ars-ussl/fluxpart,248f0b59,attrs,cattrs,usda-ars-ussl@fluxpart__248f0b59,attrs__cattrs,9,9,True,0,0.0,-1,-1,True,0,0.0,0,0.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1.0,-1,-1.0,130,0,
opendilab@di-toolkit__8d728a42__seaborn__plotly,opendilab/di-toolkit,8d728a42,seaborn,plotly,opendilab@di-toolkit__8d728a42,seaborn__plotly,55,54,True,54,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,68,0,
jundymek@free-proxy__6e391030__requests__httpx,jundymek/free-proxy,6e391030,requests,httpx,jundymek@free-proxy__6e391030,requests__httpx,17,17,True,16,0.9411764705882353,-1,-1,False,-1,0.9411764705882353,-1,-1.0,False,-1,0.9411764705882353,-1,-1.0,0.9411764705882353,llmmig,,-1,-1.0,-1,-1.0,10,0,
unpywall@unpywall__7909fde0__requests__urllib3,unpywall/unpywall,7909fde0,requests,urllib3,unpywall@unpywall__7909fde0,requests__urllib3,26,24,True,11,0.4583333333333333,-1,-1,True,16,0.6666666666666666,5,0.45454545454545453,False,-1,0.6666666666666666,-1,-1.0,0.6666666666666666,merge_skipped,,-1,-1.0,-1,-1.0,44,0,
hxlstandard@libhxl-python__5d18d9f3__urllib3__httpx,hxlstandard/libhxl-python,5d18d9f3,urllib3,httpx,hxlstandard@libhxl-python__5d18d9f3,urllib3__httpx,434,403,True,0,0.0,-1,-1,True,0,0.0,0,0.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1.0,-1,-1.0,95,0,
git-shogg@finsec__e64e34a9__requests__aiohttp,git-shogg/finsec,e64e34a9,requests,aiohttp,git-shogg@finsec__e64e34a9,requests__aiohttp,7,7,True,1,0.14285714285714285,-1,-1,True,1,0.14285714285714285,0,0.0,True,1,0.14285714285714285,0,0.0,0.14285714285714285,llmmig,,-1,-1.0,-1,-1.0,381,0,
vianneymi@monggregate__3bb0933e__python-dotenv__environs,vianneymi/monggregate,3bb0933e,python-dotenv,environs,vianneymi@monggregate__3bb0933e,python-dotenv__environs,124,121,True,121,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,27,0,
miguelgrinberg@microblog-api__e250d711__requests__requests_futures,miguelgrinberg/microblog-api,e250d711,requests,requests_futures,miguelgrinberg@microblog-api__e250d711,requests__requests_futures,44,44,True,43,0.9772727272727273,-1,-1,False,-1,0.9772727272727273,-1,-1.0,False,-1,0.9772727272727273,-1,-1.0,0.9772727272727273,llmmig,,-1,-1.0,-1,-1.0,13,0,
blingenf@copydetect__ba072818__tqdm__progressbar2,blingenf/copydetect,ba072818,tqdm,progressbar2,blingenf@copydetect__ba072818,tqdm__progressbar2,38,38,True,0,0.0,-1,-1,True,38,1.0,38,1.0,False,-1,1.0,-1,-1.0,1.0,merge_skipped,,-1,-1.0,-1,-1.0,16,0,
jacob-y@django-clean-architecture__103d89e4__requests__treq,jacob-y/django-clean-architecture,103d89e4,requests,treq,jacob-y@django-clean-architecture__103d89e4,requests__treq,15,15,True,12,0.8,-1,-1,False,-1,0.8,-1,-1.0,True,15,1.0,3,0.25,1.0,async_transform,,-1,-1.0,-1,-1.0,96,0,
gillesvink@nukedockerbuild__69afa626__requests__urllib3,gillesvink/nukedockerbuild,69afa626,requests,urllib3,gillesvink@nukedockerbuild__69afa626,requests__urllib3,58,58,True,49,0.8448275862068966,-1,-1,False,-1,0.8448275862068966,-1,-1.0,False,-1,0.8448275862068966,-1,-1.0,0.8448275862068966,llmmig,,-1,-1.0,-1,-1.0,35,0,
getpatchwork@git-pw__02c38bef__requests__requests_futures,getpatchwork/git-pw,02c38bef,requests,requests_futures,getpatchwork@git-pw__02c38bef,requests__requests_futures,84,83,True,0,0.0,-1,-1,True,83,1.0,83,1.0,False,-1,1.0,-1,-1.0,1.0,merge_skipped,,-1,-1.0,-1,-1.0,53,0,
dell@python-powerflex__d590af9d__requests__aiohttp,dell/python-powerflex,d590af9d,requests,aiohttp,dell@python-powerflex__d590af9d,requests__aiohttp,326,326,True,12,0.03680981595092025,-1,-1,True,0,0.03680981595092025,-12,-1.0,True,12,0.03680981595092025,0,0.0,0.03680981595092025,llmmig,,-1,-1.0,-1,-1.0,4819,0,
filestack@filestack-python__0e44e337__requests__httpx,filestack/filestack-python,0e44e337,requests,httpx,filestack@filestack-python__0e44e337,requests__httpx,107,107,True,0,0.0,-1,-1,False,-1,0.0,-1,-1.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1.0,-1,-1.0,185,0,
janushendersonassetallocation@loman__94813f8a__matplotlib__altair,janushendersonassetallocation/loman,94813f8a,matplotlib,altair,janushendersonassetallocation@loman__94813f8a,matplotlib__altair,117,117,True,115,0.9829059829059829,-1,-1,False,-1,0.9829059829059829,-1,-1.0,False,-1,0.9829059829059829,-1,-1.0,0.9829059829059829,llmmig,,-1,-1.0,-1,-1.0,48,0,
hwonyo@naver_talk_sdk__bf64ca59__requests__aiohttp,hwonyo/naver_talk_sdk,bf64ca59,requests,aiohttp,hwonyo@naver_talk_sdk__bf64ca59,requests__aiohttp,60,60,True,23,0.38333333333333336,-1,-1,False,-1,0.38333333333333336,-1,-1.0,True,23,0.38333333333333336,0,0.0,0.38333333333333336,llmmig,,-1,-1.0,-1,-1.0,186,0,
sindrel@nrk-pod-feeds__69b3cf40__requests__urllib3,sindrel/nrk-pod-feeds,69b3cf40,requests,urllib3,sindrel@nrk-pod-feeds__69b3cf40,requests__urllib3,14,13,True,13,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,67,0,
irahorecka@comics__47a0b5c2__beautifulsoup4__pyquery,irahorecka/comics,47a0b5c2,beautifulsoup4,pyquery,irahorecka@comics__47a0b5c2,beautifulsoup4__pyquery,18,9,True,9,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,11,0,
arvatoaws-labs@k8soptimizer__212a7278__requests__httpx,arvatoaws-labs/k8soptimizer,212a7278,requests,httpx,arvatoaws-labs@k8soptimizer__212a7278,requests__httpx,47,47,True,47,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,1707,0,
bheinzerling@bpemb__a75008c1__tqdm__progressbar2,bheinzerling/bpemb,a75008c1,tqdm,progressbar2,bheinzerling@bpemb__a75008c1,tqdm__progressbar2,20,19,True,19,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,16,0,
google@github_nonpublic_api__895a9075__requests__aiohttp,google/github_nonpublic_api,895a9075,requests,aiohttp,google@github_nonpublic_api__895a9075,requests__aiohttp,12,12,True,0,0.0,-1,-1,True,0,0.0,0,0.0,True,12,1.0,12,1.0,1.0,async_transform,,-1,-1.0,-1,-1.0,347,0,
pittcsc@pittapi__275fb928__urllib3__requests,pittcsc/pittapi,275fb928,urllib3,requests,pittcsc@pittapi__275fb928,urllib3__requests,73,73,True,73,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,11,0,
cskorpion@vmprof-firefox-converter__e1f6bb79__flask__tornado,cskorpion/vmprof-firefox-converter,e1f6bb79,flask,tornado,cskorpion@vmprof-firefox-converter__e1f6bb79,flask__tornado,59,56,True,56,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,154,0,
france-travail@words_n_fun__3bf4b159__tqdm__progressbar2,france-travail/words_n_fun,3bf4b159,tqdm,progressbar2,france-travail@words_n_fun__3bf4b159,tqdm__progressbar2,70,66,True,0,0.0,-1,-1,True,66,1.0,66,1.0,False,-1,1.0,-1,-1.0,1.0,merge_skipped,,-1,-1.0,-1,-1.0,28,0,
raphaelauv@fastapi-aiohttp-example__99c2d449__aiohttp__httpx,raphaelauv/fastapi-aiohttp-example,99c2d449,aiohttp,httpx,raphaelauv@fastapi-aiohttp-example__99c2d449,aiohttp__httpx,4,4,True,0,0.0,-1,-1,False,-1,0.0,-1,-1.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1.0,-1,-1.0,46,0,
green-api@whatsapp-api-client-python__82b8d509__requests__requests_futures,green-api/whatsapp-api-client-python,82b8d509,requests,requests_futures,green-api@whatsapp-api-client-python__82b8d509,requests__requests_futures,1,1,True,0,0.0,-1,-1,False,-1,0.0,-1,-1.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1.0,-1,-1.0,14,0,
jborchma@qtrade__7f89efd9__requests__requests_futures,jborchma/qtrade,7f89efd9,requests,requests_futures,jborchma@qtrade__7f89efd9,requests__requests_futures,18,18,True,0,0.0,-1,-1,True,0,0.0,0,0.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1.0,-1,-1.0,14,0,
stephenhillier@starlette_exporter__05b9e18c__httpx__urllib3,stephenhillier/starlette_exporter,05b9e18c,httpx,urllib3,stephenhillier@starlette_exporter__05b9e18c,httpx__urllib3,54,54,True,54,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,1,0,
opendilab@di-toolkit__8d728a42__matplotlib__seaborn,opendilab/di-toolkit,8d728a42,matplotlib,seaborn,opendilab@di-toolkit__8d728a42,matplotlib__seaborn,55,54,True,54,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,20,0,
danajomar@pyale__d6afae67__matplotlib__plotly,danajomar/pyale,d6afae67,matplotlib,plotly,danajomar@pyale__d6afae67,matplotlib__plotly,41,41,True,0,0.0,-1,-1,True,0,0.0,0,0.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1.0,-1,-1.0,348,0,
avinassh@haxor__8c0cb6be__requests__urllib3,avinassh/haxor,8c0cb6be,requests,urllib3,avinassh@haxor__8c0cb6be,requests__urllib3,31,30,True,19,0.6333333333333333,-1,-1,False,-1,0.6333333333333333,-1,-1.0,False,-1,0.6333333333333333,-1,-1.0,0.6333333333333333,llmmig,,-1,-1.0,-1,-1.0,357,0,
cmccomb@trussme__0c7316cf__matplotlib__plotly,cmccomb/trussme,0c7316cf,matplotlib,plotly,cmccomb@trussme__0c7316cf,matplotlib__plotly,9,9,True,2,0.2222222222222222,-1,-1,True,2,0.2222222222222222,0,0.0,False,-1,0.2222222222222222,-1,-1.0,0.2222222222222222,llmmig,,-1,-1.0,-1,-1.0,24,0,
sudiptob2@cf-stats__ce93670b__requests__pycurl,sudiptob2/cf-stats,ce93670b,requests,pycurl,sudiptob2@cf-stats__ce93670b,requests__pycurl,10,10,True,10,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,43,0,
lukasschwab@arxiv.py__a1180d0e__requests__httpx,lukasschwab/arxiv.py,a1180d0e,requests,httpx,lukasschwab@arxiv.py__a1180d0e,requests__httpx,25,25,True,0,0.0,-1,-1,True,0,0.0,0,0.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1.0,-1,-1.0,45,0,
dknowles2@pyschlage__5c48dcd0__requests__aiohttp,dknowles2/pyschlage,5c48dcd0,requests,aiohttp,dknowles2@pyschlage__5c48dcd0,requests__aiohttp,58,54,True,33,0.6111111111111112,-1,-1,False,-1,0.6111111111111112,-1,-1.0,True,37,0.6851851851851852,4,0.12121212121212122,0.6851851851851852,async_transform,,-1,-1.0,-1,-1.0,269,0,
lukasschwab@arxiv.py__a1180d0e__requests__aiohttp,lukasschwab/arxiv.py,a1180d0e,requests,aiohttp,lukasschwab@arxiv.py__a1180d0e,requests__aiohttp,25,25,True,0,0.0,-1,-1,True,0,0.0,0,0.0,True,0,0.0,0,0.0,0.0,llmmig,,-1,-1.0,-1,-1.0,820,0,
skyme5@snapchat-dl__9b382d01__requests__aiohttp,skyme5/snapchat-dl,9b382d01,requests,aiohttp,skyme5@snapchat-dl__9b382d01,requests__aiohttp,14,14,True,13,0.9285714285714286,-1,-1,False,-1,0.9285714285714286,-1,-1.0,True,12,0.9285714285714286,-1,-0.07692307692307693,0.9285714285714286,llmmig,,-1,-1.0,-1,-1.0,128,0,
knovichikhin@psec__7c71610b__cryptography__pycryptodome,knovichikhin/psec,7c71610b,cryptography,pycryptodome,knovichikhin@psec__7c71610b,cryptography__pycryptodome,473,473,True,405,0.8562367864693446,-1,-1,False,-1,0.8562367864693446,-1,-1.0,False,-1,0.8562367864693446,-1,-1.0,0.8562367864693446,llmmig,,-1,-1.0,-1,-1.0,121,0,
haidra-org@ai-horde-styles__1221207a__requests__httpx,haidra-org/ai-horde-styles,1221207a,requests,httpx,haidra-org@ai-horde-styles__1221207a,requests__httpx,3,2,True,2,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,4,0,
bheinzerling@bpemb__a75008c1__requests__treq,bheinzerling/bpemb,a75008c1,requests,treq,bheinzerling@bpemb__a75008c1,requests__treq,20,19,True,18,0.9473684210526315,-1,-1,False,-1,0.9473684210526315,-1,-1.0,True,20,1.0,2,0.1111111111111111,1.0,async_transform,,-1,-1.0,-1,-1.0,96,0,
invinet@python-en16931__5e3a4a6c__requests__requests_futures,invinet/python-en16931,5e3a4a6c,requests,requests_futures,invinet@python-en16931__5e3a4a6c,requests__requests_futures,69,65,True,65,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,20,0,
rochacbruno@dundie-rewards__e35d6be5__httpx__requests,rochacbruno/dundie-rewards,e35d6be5,httpx,requests,rochacbruno@dundie-rewards__e35d6be5,httpx__requests,27,26,True,26,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,4,0,
georg-un@kneebow__e48f3aac__matplotlib__altair,georg-un/kneebow,e48f3aac,matplotlib,altair,georg-un@kneebow__e48f3aac,matplotlib__altair,8,8,True,0,0.0,-1,-1,False,-1,0.0,-1,-1.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1.0,-1,-1.0,59,0,
bormando@selenium-tools__52667925__urllib3__aiohttp,bormando/selenium-tools,52667925,urllib3,aiohttp,bormando@selenium-tools__52667925,urllib3__aiohttp,10,8,True,6,0.625,-1,-1,False,-1,0.625,-1,-1.0,True,10,1.0,4,0.6666666666666666,1.0,async_transform,,-1,-1.0,-1,-1.0,56,0,
polymarket@py-clob-client__8ced2024__requests__aiohttp,polymarket/py-clob-client,8ced2024,requests,aiohttp,polymarket@py-clob-client__8ced2024,requests__aiohttp,68,68,True,68,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,63,0,
dknowles2@pyschlage__5c48dcd0__requests__requests_futures,dknowles2/pyschlage,5c48dcd0,requests,requests_futures,dknowles2@pyschlage__5c48dcd0,requests__requests_futures,58,54,True,0,0.0,-1,-1,False,-1,0.0,-1,-1.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1.0,-1,-1.0,53,0,
xchwarze@samsung-tv-ws-api__243b6952__requests__treq,xchwarze/samsung-tv-ws-api,243b6952,requests,treq,xchwarze@samsung-tv-ws-api__243b6952,requests__treq,26,26,True,26,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,39,0,
ornl@tx2__ce713605__tqdm__alive-progress,ornl/tx2,ce713605,tqdm,alive-progress,ornl@tx2__ce713605,tqdm__alive-progress,27,27,True,18,0.6666666666666666,-1,-1,True,27,1.0,9,0.5,False,-1,1.0,-1,-1.0,1.0,merge_skipped,,-1,-1.0,-1,-1.0,29,0,
growthbook@growthbook-python__699fba51__aiohttp__httpx,growthbook/growthbook-python,699fba51,aiohttp,httpx,growthbook@growthbook-python__699fba51,aiohttp__httpx,451,451,True,0,0.0,-1,-1,True,451,1.0,451,1.0,False,-1,1.0,-1,-1.0,1.0,merge_skipped,,-1,-1.0,-1,-1.0,49,0,
apple@app-store-server-library-python__1202058d__httpx__aiohttp,apple/app-store-server-library-python,1202058d,httpx,aiohttp,apple@app-store-server-library-python__1202058d,httpx__aiohttp,73,73,True,0,0.0,-1,-1,True,0,0.0,0,0.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1.0,-1,-1.0,134,0,
microsoft@knack__b1164b57__tabulate__prettytable,microsoft/knack,b1164b57,tabulate,prettytable,microsoft@knack__b1164b57,tabulate__prettytable,240,238,True,233,0.9705882352941176,-1,-1,False,-1,0.9705882352941176,-1,-1.0,False,-1,0.9705882352941176,-1,-1.0,0.9705882352941176,llmmig,,-1,-1.0,-1,-1.0,16,0,
avinassh@haxor__8c0cb6be__requests__httpx,avinassh/haxor,8c0cb6be,requests,httpx,avinassh@haxor__8c0cb6be,requests__httpx,31,29,True,30,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,47,0,
icon-project@icon-sdk-python__50c75a50__requests__httpx,icon-project/icon-sdk-python,50c75a50,requests,httpx,icon-project@icon-sdk-python__50c75a50,requests__httpx,134,129,True,69,0.5348837209302325,-1,-1,False,-1,0.5348837209302325,-1,-1.0,False,-1,0.5348837209302325,-1,-1.0,0.5348837209302325,llmmig,,-1,-1.0,-1,-1.0,12,0,
haidra-org@ai-horde-styles__1221207a__requests__pycurl,haidra-org/ai-horde-styles,1221207a,requests,pycurl,haidra-org@ai-horde-styles__1221207a,requests__pycurl,3,2,True,2,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,23,0,
jannisborn@paperscraper__fa7c5e26__requests__treq,jannisborn/paperscraper,fa7c5e26,requests,treq,jannisborn@paperscraper__fa7c5e26,requests__treq,47,42,True,0,0.0,-1,-1,False,-1,0.0,-1,-1.0,True,0,0.0,0,0.0,0.0,llmmig,,-1,-1.0,-1,-1.0,261,0,
12932@cf-speedtest__78d9ee1d__requests__pycurl,12932/cf-speedtest,78d9ee1d,requests,pycurl,12932@cf-speedtest__78d9ee1d,requests__pycurl,51,49,True,28,0.5714285714285714,-1,-1,True,31,0.6326530612244898,3,0.10714285714285714,False,-1,0.6326530612244898,-1,-1.0,0.6326530612244898,merge_skipped,True,41,0.8367346938775511,10,0.3225806451612903,141,10,0.9337748344370861
irahorecka@comics__47a0b5c2__requests__aiohttp,irahorecka/comics,47a0b5c2,requests,aiohttp,irahorecka@comics__47a0b5c2,requests__aiohttp,18,9,True,8,0.8888888888888888,-1,-1,False,-1,0.8888888888888888,-1,-1.0,True,0,0.8888888888888888,-8,-1.0,0.8888888888888888,llmmig,,-1,-1.0,-1,-1.0,117,0,
giuliorossetti@ash__1106b609__tqdm__alive-progress,giuliorossetti/ash,1106b609,tqdm,alive-progress,giuliorossetti@ash__1106b609,tqdm__alive-progress,80,79,True,79,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,4,0,
eschava@psmqtt__c137c460__jinja2__mako,eschava/psmqtt,c137c460,jinja2,mako,eschava@psmqtt__c137c460,jinja2__mako,21,19,True,17,0.8947368421052632,-1,-1,False,-1,0.8947368421052632,-1,-1.0,False,-1,0.8947368421052632,-1,-1.0,0.8947368421052632,llmmig,,-1,-1.0,-1,-1.0,38,0,
pagerduty@pdpyras__a4b14c5c__requests__aiohttp,pagerduty/pdpyras,a4b14c5c,requests,aiohttp,pagerduty@pdpyras__a4b14c5c,requests__aiohttp,25,25,True,2,0.08,-1,-1,True,0,0.08,-2,-1.0,True,2,0.08,0,0.0,0.08,llmmig,,-1,-1.0,-1,-1.0,3142,0,
uploadcare@migro__31199fb3__aiohttp__httpx,uploadcare/migro,31199fb3,aiohttp,httpx,uploadcare@migro__31199fb3,aiohttp__httpx,2,2,True,0,0.0,-1,-1,False,-1,0.0,-1,-1.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1.0,-1,-1.0,14,0,
rjvitorino@gists-catalogue__86eed6de__urllib3__aiohttp,rjvitorino/gists-catalogue,86eed6de,urllib3,aiohttp,rjvitorino@gists-catalogue__86eed6de,urllib3__aiohttp,7,7,True,0,0.0,-1,-1,True,4,0.5714285714285714,4,1.0,True,4,0.5714285714285714,0,0.0,0.5714285714285714,merge_skipped,,-1,-1.0,-1,-1.0,104,0,
sindrel@nrk-pod-feeds__69b3cf40__requests__requests_futures,sindrel/nrk-pod-feeds,69b3cf40,requests,requests_futures,sindrel@nrk-pod-feeds__69b3cf40,requests__requests_futures,14,13,True,13,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,15,0,
getpatchwork@git-pw__02c38bef__tabulate__prettytable,getpatchwork/git-pw,02c38bef,tabulate,prettytable,getpatchwork@git-pw__02c38bef,tabulate__prettytable,84,83,True,79,0.9518072289156626,-1,-1,False,-1,0.9518072289156626,-1,-1.0,False,-1,0.9518072289156626,-1,-1.0,0.9518072289156626,llmmig,,-1,-1.0,-1,-1.0,19,0,
